left_context,right_context
"--repeated Frank Churchill, with a look of surprize and displeasure.--""That is easy--but Miss Fairfax does not disapprove it, I suppose.""",said Emma in a whisper.
said Emma in a whisper.," ""You are ungrateful."""
"""Not at all."""," ""Ungrateful!--What do you mean?"""
"""You are ungrateful.""","Then changing from a frown to a smile--""No, do not tell me--I do not want to know what you mean.--Where is my father?--When are we to begin dancing?"""
Then changing from a frown to a smile--, Emma could hardly understand him; he seemed in an odd humour.
It had just occurred to Mrs. Weston that Mrs. Elton must be asked to begin the ball; that she would expect it; which interfered with all their wishes of giving Emma that distinction.--Emma heard the sad truth with fortitude.," Frank turned instantly to Emma, to claim her former promise; and boasted himself an engaged man, which his father looked his most perfect approbation of--and it then appeared that Mrs. Weston was wanting _him_ to dance with Mrs. Elton himself, and that their business was to help to persuade him into it, which was done pretty soon.--Mr."
"When she was half-way up the set, the whole group were exactly behind her, and she would no longer allow her eyes to watch; but Mr. Elton was so near, that she heard every syllable of a dialogue which just then took place between him and Mrs. Weston; and she perceived that his wife, who was standing immediately above her, was not only listening also, but even encouraging him by significant glances.--The kind-hearted, gentle Mrs. Weston had left her seat to join him and say,","to which his prompt reply was, ""Most readily, Mrs. Weston, if you will dance with me."""
"to which his prompt reply was,"," ""Me!--oh!"
"to which his prompt reply was, ""Most readily, Mrs. Weston, if you will dance with me."""," ""If Mrs. Gilbert wishes to dance,"" said he, ""I shall have great pleasure, I am sure--for, though beginning to feel myself rather an old married man, and that my dancing days are over, it would give me very great pleasure at any time to stand up with an old friend like Mrs."
"I am no dancer."""," ""Mrs. Gilbert does not mean to dance, but there is a young lady disengaged whom I should be very glad to see dancing--Miss Smith."""
"Gilbert.""","""Miss Smith!--oh!--I had not observed.--You are extremely obliging--and if I were not an old married man.--But my dancing days are over, Mrs. Weston."
"""Mrs. Gilbert does not mean to dance, but there is a young lady disengaged whom I should be very glad to see dancing--Miss Smith.""", Mrs. Weston said no more; and Emma could imagine with what surprize and mortification she must be returning to her seat.
"She did not think he was quite so hardened as his wife, though growing very like her;--_she_ spoke some of her feelings, by observing audibly to her partner,", Supper was announced.
"The move began; and Miss Bates might be heard from that moment, without interruption, till her being seated at table and taking up her spoon.",Oh!'
'Oh!'," shall not forestall Jane; I left her dancing with Mr. George Otway; she will love to tell you all about it herself to-morrow: her first partner was Mr. Elton, I do not know who will ask her next, perhaps Mr. William Cox.'"
"said I, 'I shall not forestall Jane; I left her dancing with Mr. George Otway; she will love to tell you all about it herself to-morrow: her first partner was Mr. Elton, I do not know who will ask her next, perhaps Mr. William Cox.'"," Emma had no opportunity of speaking to Mr. Knightley till after supper; but, when they were all in the ballroom again, her eyes invited him irresistibly to come to her and be thanked."
He was warm in his reprobation of Mr. Elton's conduct; it had been unpardonable rudeness; and Mrs. Elton's looks also received the due share of censure.," He looked with smiling penetration; and, on receiving no answer, added, ""_She_ ought not to be angry with you, I suspect, whatever he may be.--To that surmise, you say nothing, of course; but confess, Emma, that you did want him to marry Harriet."""
"He looked with smiling penetration; and, on receiving no answer, added,"," ""I did,"" replied Emma, ""and they cannot forgive me."""
"He looked with smiling penetration; and, on receiving no answer, added, ""_She_ ought not to be angry with you, I suspect, whatever he may be.--To that surmise, you say nothing, of course; but confess, Emma, that you did want him to marry Harriet."""," He shook his head; but there was a smile of indulgence with it, and he only said,  ""I shall not scold you."
"He shook his head; but there was a smile of indulgence with it, and he only said,"," ""Can you trust me with such flatterers?--Does my vain spirit ever tell me I am wrong?"""
"I leave you to your own reflections."""," ""Not your vain spirit, but your serious spirit.--If one leads you wrong, I am sure the other tells you of it."""
"""Can you trust me with such flatterers?--Does my vain spirit ever tell me I am wrong?"""," ""I do own myself to have been completely mistaken in Mr. Elton."
"""Not your vain spirit, but your serious spirit.--If one leads you wrong, I am sure the other tells you of it."""," ""And, in return for your acknowledging so much, I will do you the justice to say, that you would have chosen for him better than he has chosen for himself.--Harriet Smith has some first-rate qualities, which Mrs. Elton is totally without."
